LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,Unnamed: 15,PARAM_TYPE,NOTE
,,Pressure Ulcer #3- Type,,,228551,Pressure Ulcer #3- Type,,,13984,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #4- Type,,,228552,Pressure Ulcer #4- Type,,,6925,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #5- Type,,,228553,Pressure Ulcer #5- Type,,,3563,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #6- Type,,,228554,Pressure Ulcer #6- Type,,,1745,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #7- Type,,,228555,Pressure Ulcer #7- Type,,,785,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #8- Type,,,228556,Pressure Ulcer #8- Type,,,476,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #9- Type,,,228557,Pressure Ulcer #9- Type,,,216,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #10- Type,,,228558,Pressure Ulcer #10- Type,,,74,Skin - Impairment,,,,,Text,
,,Incision #1- Location,,,228559,Incision #1- Location,,,286437,Skin - Incisions,,,,,Text,
,,Incision #2- Location,,,228560,Incision #2- Location,,,173436,Skin - Incisions,,,,,Text,
,,Incision #3- Location,,,228561,Incision #3- Location,,,80668,Skin - Incisions,,,,,Text,
,,Incision #4- Location,,,228562,Incision #4- Location,,,27823,Skin - Incisions,,,,,Text,
,,Incision #5- Location,,,228563,Incision #5- Location,,,11964,Skin - Incisions,,,,,Text,
,,Incision #6- Location,,,228564,Incision #6- Location,,,5808,Skin - Incisions,,,,,Text,
,,Incision #1- Cleanse,,,228565,Incision #1- Cleanse,,,17082,Skin - Incisions,,,,,Text,
,,Incision #2- Cleanse,,,228566,Incision #2- Cleanse,,,10033,Skin - Incisions,,,,,Text,
,,Incision #3- Cleanse,,,228567,Incision #3- Cleanse,,,5587,Skin - Incisions,,,,,Text,
,,Incision #4- Cleanse,,,228568,Incision #4- Cleanse,,,2622,Skin - Incisions,,,,,Text,
,,Incision #5- Cleanse,,,228569,Incision #5- Cleanse,,,1314,Skin - Incisions,,,,,Text,
,,Incision #6- Cleanse,,,228570,Incision #6- Cleanse,,,705,Skin - Incisions,,,,,Text,
,,Incision #1- Treatment,,,228571,Incision #1- Treatment,,,218352,Skin - Incisions,,,,,Text,
,,Incision #2- Treatment,,,228572,Incision #2- Treatment,,,117915,Skin - Incisions,,,,,Text,
,,Incision #3- Treatment,,,228573,Incision #3- Treatment,,,58220,Skin - Incisions,,,,,Text,
,,Incision #4- Treatment,,,228574,Incision #4- Treatment,,,21169,Skin - Incisions,,,,,Text,
,,Incision #5- Treatment,,,228575,Incision #5- Treatment,,,9284,Skin - Incisions,,,,,Text,
,,Incision #6- Treatment,,,228576,Incision #6- Treatment,,,4481,Skin - Incisions,,,,,Text,
,,Impaired Skin #2- Type,,,228577,Impaired Skin #2- Type,,,59502,Skin - Impairment,,,,,Text,
,,Impaired Skin #3- Type,,,228578,Impaired Skin #3- Type,,,31368,Skin - Impairment,,,,,Text,
,,Impaired Skin #4- Type,,,228579,Impaired Skin #4- Type,,,17326,Skin - Impairment,,,,,Text,
,,Impaired Skin #5- Type,,,228580,Impaired Skin #5- Type,,,9288,Skin - Impairment,,,,,Text,
,,Impaired Skin #6- Type,,,228581,Impaired Skin #6- Type,,,5077,Skin - Impairment,,,,,Text,
,,Impaired Skin #7- Type,,,228582,Impaired Skin #7- Type,,,2934,Skin - Impairment,,,,,Text,
,,Impaired Skin #8- Type,,,228583,Impaired Skin #8- Type,,,1421,Skin - Impairment,,,,,Text,
,,Impaired Skin #9- Type,,,228584,Impaired Skin #9- Type,,,667,Skin - Impairment,,,,,Text,
,,Impaired Skin #10- Type,,,228585,Impaired Skin #10- Type,,,333,Skin - Impairment,,,,,Text,
,,Incision #1- Dressing Status,,,228594,Incision #1- Dressing Status,,,184234,Skin - Incisions,,,,,Text,
,,Incision #2- Dressing Status,,,228595,Incision #2- Dressing Status,,,100668,Skin - Incisions,,,,,Text,
,,Incision #3- Dressing Status,,,228596,Incision #3- Dressing Status,,,45252,Skin - Incisions,,,,,Text,
,,Incision #4- Dressing Status,,,228597,Incision #4- Dressing Status,,,15759,Skin - Incisions,,,,,Text,
,,Incision #5- Dressing Status,,,228598,Incision #5- Dressing Status,,,6883,Skin - Incisions,,,,,Text,
,,Incision #6- Dressing Status,,,228599,Incision #6- Dressing Status,,,3307,Skin - Incisions,,,,,Text,
,,Impaired SKin #1- Dressing Status,,,228600,Impaired Skin #1- Dressing Status,,,86165,Skin - Impairment,,,,,Text,
,,Impaired SKin #2- Dressing Status,,,228601,Impaired Skin #2- Dressing Status,,,34048,Skin - Impairment,,,,,Text,
,,Impaired SKin #3- Dressing Status,,,228602,Impaired Skin #3- Dressing Status,,,17098,Skin - Impairment,,,,,Text,
,,Impaired SKin #4- Dressing Status,,,228603,Impaired Skin #4- Dressing Status,,,9499,Skin - Impairment,,,,,Text,
,,Impaired SKin #5- Dressing Status,,,228604,Impaired Skin #5- Dressing Status,,,4813,Skin - Impairment,,,,,Text,
,,Impaired SKin #6- Dressing Status,,,228605,Impaired Skin #6- Dressing Status,,,2892,Skin - Impairment,,,,,Text,
,,Impaired SKin #7- Dressing Status,,,228606,Impaired Skin #7- Dressing Status,,,1599,Skin - Impairment,,,,,Text,
,,Impaired SKin #8- Dressing Status,,,228607,Impaired Skin #8- Dressing Status,,,769,Skin - Impairment,,,,,Text,
,,Impaired SKin #9- Dressing Status,,,228608,Impaired Skin #9- Dressing Status,,,439,Skin - Impairment,,,,,Text,
,,Impaired SKin #10- Dressing Status,,,228609,Impaired Skin #10- Dressing Status,,,202,Skin - Impairment,,,,,Text,
,,Pressure Ulcer #1- Depth,,,228610,Pressure Ulcer #1- Depth,cm,chartevents,21995,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #2- Depth,,,228611,Pressure Ulcer #2- Depth,cm,chartevents,7234,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #4- Depth,,,228613,Pressure Ulcer #4- Depth,cm,chartevents,1107,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #5- Depth,,,228614,Pressure Ulcer #5- Depth,cm,chartevents,763,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #6- Depth,,,228615,Pressure Ulcer #6- Depth,cm,chartevents,260,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #7- Depth,,,228616,Pressure Ulcer #7- Depth,cm,chartevents,150,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #8- Depth,,,228617,Pressure Ulcer #8- Depth,cm,chartevents,73,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #9- Depth,,,228618,Pressure Ulcer #9- Depth,cm,chartevents,64,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #10- Depth,,,228619,Pressure Ulcer #10- Depth,cm,chartevents,13,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #1-  Width,,,228620,Pressure Ulcer #1- Width,cm,chartevents,62157,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #2-  Width,,,228621,Pressure Ulcer #2- Width,cm,chartevents,20973,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #3-  Width,,,228622,Pressure Ulcer #3- Width,cm,chartevents,9411,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #4-  Width,,,228623,Pressure Ulcer #4- Width,cm,chartevents,4618,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #5-  Width,,,228624,Pressure Ulcer #5- Width,cm,chartevents,2299,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #6-  Width,,,228625,Pressure Ulcer #6- Width,cm,chartevents,1179,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #7-  Width,,,228626,Pressure Ulcer #7- Width,cm,chartevents,624,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #8-  Width,,,228627,Pressure Ulcer #8- Width,cm,chartevents,411,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #9-  Width,,,228628,Pressure Ulcer #9- Width,cm,chartevents,176,Skin - Impairment,,,,,Numeric,
,,Pressure Ulcer #10-  Width,,,228629,Pressure Ulcer #10- Width,cm,chartevents,50,Skin - Impairment,,,,,Numeric,
,,,,,51277,RDW,,labevents,3332878,HEMATOLOGY,,BLOOD,788-0,,,
,,,,,50802,BASE EXCESS,,labevents,538072,BLOOD GAS,,BLOOD,11555-0,,,
,,,,,50821,PO2,,labevents,538186,BLOOD GAS,,BLOOD,11556-8,,,
,,,,,51200,EOSINOPHILS,,labevents,1306206,HEMATOLOGY,,BLOOD,711-2,,,
,,,,,50812,INTUBATED,,labevents,159584,BLOOD GAS,,BLOOD,,,,
,,,,,50910,CREATINE KINASE (CK),,labevents,295923,CHEMISTRY,,BLOOD,2157-6,,,
,,,,,50825,TEMPERATURE,,labevents,107338,BLOOD GAS,,BLOOD,,,,
,,,,,50816,OXYGEN,,labevents,72432,BLOOD GAS,,BLOOD,19994-3,,,
,,,,,51498,SPECIFIC GRAVITY,,labevents,719152,HEMATOLOGY,,URINE,5811-5,,,
,,,,,50911,"CREATINE KINASE, MB ISOENZYME",,labevents,237993,CHEMISTRY,,BLOOD,6773-6,,,
,,,,,51492,PROTEIN,,labevents,719147,HEMATOLOGY,,URINE,5804-0,,,
,,,,,51514,UROBILINOGEN,,labevents,719145,HEMATOLOGY,,URINE,5818-0,,,
,,,,,51484,KETONE,,labevents,719146,HEMATOLOGY,,URINE,5797-6,,,
,,,,,51508,URINE COLOR,,labevents,719152,HEMATOLOGY,,URINE,5778-6,,,
,,,,,51506,URINE APPEARANCE,,labevents,719152,HEMATOLOGY,,URINE,5767-9,,,
,,,,,51466,BLOOD,,labevents,719148,HEMATOLOGY,,URINE,5794-3,,,
,,,,,51487,NITRITE,,labevents,719145,HEMATOLOGY,,URINE,5802-4,,,
,,,,,51486,LEUKOCYTES,,labevents,719152,HEMATOLOGY,,URINE,5799-2,,,
,,,,,51519,YEAST,,labevents,506525,HEMATOLOGY,,URINE,5822-2,,,
,,,,,51476,EPITHELIAL CELLS,,labevents,506525,HEMATOLOGY,,URINE,5787-7,,,
,,,,,50827,VENTILATION RATE,,labevents,56427,BLOOD GAS,,BLOOD,,,,
,,,,,51144,BANDS,,labevents,226487,HEMATOLOGY,,BLOOD,763-3,,,
,,,,,51463,BACTERIA,,labevents,506527,HEMATOLOGY,,URINE,5769-5,,,
,,,,,50956,LIPASE,,labevents,241321,CHEMISTRY,,BLOOD,3040-3,,,
,,,,,50867,AMYLASE,,labevents,86563,CHEMISTRY,,BLOOD,1798-8,,,
,,,,,50920,ESTIMATED GFR (MDRD EQUATION),,labevents,1446492,CHEMISTRY,,BLOOD,33914-3,,,
,,,,,51233,HYPOCHROMIA,,labevents,237014,HEMATOLOGY,,BLOOD,728-6,,,
,,,,,51137,ANISOCYTOSIS,,labevents,245181,HEMATOLOGY,,BLOOD,702-1,,,
,,,,,51246,MACROCYTES,,labevents,240528,HEMATOLOGY,,BLOOD,738-5,,,
,,,,,50828,VENTILATOR,,labevents,59524,BLOOD GAS,,BLOOD,,,,
,,,,,51251,METAMYELOCYTES,,labevents,209552,HEMATOLOGY,,BLOOD,28541-1,,,
,,,,,51255,MYELOCYTES,,labevents,208090,HEMATOLOGY,,BLOOD,26498-6,,,
,,,,,51252,MICROCYTES,,labevents,238031,HEMATOLOGY,,BLOOD,741-9,,,
,,,,,51267,POIKILOCYTOSIS,,labevents,245069,HEMATOLOGY,,BLOOD,779-9,,,
,,,,,51009,VANCOMYCIN,,labevents,104508,CHEMISTRY,,BLOOD,20578-1,,,
,,,,,51268,POLYCHROMASIA,,labevents,238909,HEMATOLOGY,,BLOOD,10378-8,,,
,,,,,51087,LENGTH OF URINE COLLECTION,,labevents,673605,CHEMISTRY,,URINE,13362-9,,,
,,,,,51266,PLATELET SMEAR,,labevents,264120,HEMATOLOGY,,BLOOD,778-1,,,
,,,,,50993,THYROID STIMULATING HORMONE,,labevents,333228,CHEMISTRY,,BLOOD,3016-3,,,
,,,,,50933,GREEN TOP HOLD (PLASMA),,labevents,319718,CHEMISTRY,,BLOOD,,,,
,,,,,51100,"SODIUM, URINE",,labevents,70331,CHEMISTRY,,URINE,2955-3,,,
,,,,,51000,TRIGLYCERIDES,,labevents,263707,CHEMISTRY,,BLOOD,1644-4,,,
,,,,,51218,GRANULOCYTE COUNT,,labevents,99045,HEMATOLOGY,,BLOOD,30394-1,,,
,,,,,50979,RED TOP HOLD,,labevents,183892,CHEMISTRY,,BLOOD,,,,
,,,,,50908,CK-MB INDEX,,labevents,26366,CHEMISTRY,,BLOOD,20569-0,,,
,,,,,50967,PHENYTOIN,,labevents,23634,CHEMISTRY,,BLOOD,3967-7,,,
,,,,,50823,REQUIRED O2,,labevents,13274,BLOOD GAS,,BLOOD,,,,
,,,,,50801,ALVEOLAR-ARTERIAL GRADIENT,,labevents,13255,BLOOD GAS,,BLOOD,19991-9,,,
,,,,,50887,BLUE TOP HOLD,,labevents,289348,CHEMISTRY,,BLOOD,,,,
,,,,,51093,"OSMOLALITY, URINE",,labevents,52869,CHEMISTRY,,URINE,2695-5,,,
,,,,,50964,"OSMOLALITY, MEASURED",,labevents,42438,CHEMISTRY,,BLOOD,2692-2,,,
,,,,,51007,URIC ACID,,labevents,141067,CHEMISTRY,,BLOOD,3084-1,,,
,,,,,50952,IRON,,labevents,123399,CHEMISTRY,,BLOOD,2498-4,,,
,,,,,50903,CHOLESTEROL RATIO (TOTAL/HDL),,labevents,256752,CHEMISTRY,,BLOOD,9322-9,,,
,,,,,50924,FERRITIN,,labevents,145361,CHEMISTRY,,BLOOD,2276-4,,,
,,,,,50998,TRANSFERRIN,,labevents,110481,CHEMISTRY,,BLOOD,2500-7,,,
,,,,,50953,"IRON BINDING CAPACITY, TOTAL",,labevents,110401,CHEMISTRY,,BLOOD,2500-7,,,
,,,,,51257,NUCLEATED RED CELLS,,labevents,71351,HEMATOLOGY,,BLOOD,772-4,,,
,,,,,51260,OVALOCYTES,,labevents,122133,HEMATOLOGY,,BLOOD,774-0,,,
,,,,,51482,HYALINE CASTS,,labevents,110939,HEMATOLOGY,,URINE,5796-8,,,
,,,,,51512,URINE MUCOUS,,labevents,334546,HEMATOLOGY,,URINE,8247-9,,,
,,,,,50909,CORTISOL,,labevents,26923,CHEMISTRY,,BLOOD,2143-6,,,
,,,,,51104,"UREA NITROGEN, URINE",,labevents,35848,CHEMISTRY,,URINE,3095-7,,,
,,,,,50815,O2 FLOW,,labevents,9840,BLOOD GAS,,BLOOD,3151-8,,,
,,,,,50935,HAPTOGLOBIN,,labevents,45511,CHEMISTRY,,BLOOD,4542-7,,,
,,,,,50976,"PROTEIN, TOTAL",,labevents,168217,CHEMISTRY,,BLOOD,2885-2,,,
,,,,,51010,VITAMIN B12,,labevents,108649,CHEMISTRY,,BLOOD,2170-9,,,
,,,,,50880,BENZODIAZEPINE SCREEN,,labevents,73418,CHEMISTRY,,BLOOD,42662-7,,,
,,,,,50879,BARBITURATE SCREEN,,labevents,73316,CHEMISTRY,,BLOOD,3376-1,,,
,,,,,50999,TRICYCLIC ANTIDEPRESSANT SCREEN,,labevents,88197,CHEMISTRY,,BLOOD,4073-3,,,
,,,,,51097,"POTASSIUM, URINE",,labevents,42429,CHEMISTRY,,URINE,2828-2,,,
,,,,,50986,TACROFK,,labevents,102196,CHEMISTRY,,BLOOD,,,,
,,,,,51287,SCHISTOCYTES,,labevents,61268,HEMATOLOGY,,BLOOD,800-3,,,
,,,,,51283,"RETICULOCYTE COUNT, AUTOMATED",,labevents,49721,HEMATOLOGY,,BLOOD,17849-1,,,
,,,,,50922,ETHANOL,,labevents,93609,CHEMISTRY,,BLOOD,5642-4,,,
,,,,,50856,ACETAMINOPHEN,,labevents,90961,CHEMISTRY,,BLOOD,3297-9,,,
,,,,,51079,"COCAINE, URINE",,labevents,84288,CHEMISTRY,,URINE,3397-7,,,
,,,,,51075,"BENZODIAZEPINE SCREEN, URINE",,labevents,83658,CHEMISTRY,,URINE,3390-2,,,
,,,,,51071,"AMPHETAMINE SCREEN, URINE",,labevents,83500,CHEMISTRY,,URINE,3349-8,,,
,,,,,51092,"OPIATE SCREEN, URINE",,labevents,84434,CHEMISTRY,,URINE,3879-4,,,
,,,,,51074,"BARBITURATE SCREEN, URINE",,labevents,82811,CHEMISTRY,,URINE,3377-9,,,
,,,,,51090,"METHADONE, URINE",,labevents,83328,CHEMISTRY,,URINE,3773-9,,,
,,,,,50919,EDTA HOLD,,labevents,85646,CHEMISTRY,,BLOOD,,,,
,,,,,50981,SALICYLATE,,labevents,89207,CHEMISTRY,,BLOOD,4023-8,,,
,,,,,51296,TEARDROP CELLS,,labevents,75610,HEMATOLOGY,,BLOOD,7791-7,,,
,,,,,50914,CYCLOSPORIN,,labevents,20774,CHEMISTRY,,BLOOD,3521-2,,,
,,,,,50925,FOLATE,,labevents,55865,CHEMISTRY,,BLOOD,2284-8,,,
,,,,,51288,SEDIMENTATION RATE,,labevents,63669,HEMATOLOGY,,BLOOD,4537-7,,,
,,,,,50917,DIGOXIN,,labevents,12379,CHEMISTRY,,BLOOD,10535-3,,,
,,,,,50995,"THYROXINE (T4), FREE",,labevents,106944,CHEMISTRY,,BLOOD,3024-7,,,
,,,,,50930,GLOBULIN,,labevents,132974,CHEMISTRY,,BLOOD,2336-6,,,
,,,,,51099,PROTEIN/CREATININE RATIO,,labevents,81602,CHEMISTRY,,URINE,2890-2,,,
,,,,,50963,NTPROBNP,,labevents,70529,CHEMISTRY,,BLOOD,33762-6,,,
,,,,,51462,AMORPHOUS CRYSTALS,,labevents,34960,HEMATOLOGY,,URINE,8246-1,,,
,,,,,50889,C-REACTIVE PROTEIN,,labevents,125716,CHEMISTRY,,BLOOD,1988-5,,,
,,,,,51240,LARGE PLATELETS,,labevents,6155,HEMATOLOGY,,BLOOD,34167-7,,,
,,,,,51479,GRANULAR CASTS,,labevents,15240,HEMATOLOGY,,URINE,5793-5,,,
,,,,,50929,GENTAMICIN,,labevents,3252,CHEMISTRY,,BLOOD,35668-3,,,
,,,,,51294,TARGET CELLS,,labevents,21231,HEMATOLOGY,,BLOOD,10381-2,,,
,,,,,50955,LIGHT GREEN TOP HOLD,,labevents,240656,CHEMISTRY,,BLOOD,,,,
,,,,,51501,TRANSITIONAL EPITHELIAL CELLS,,labevents,66502,HEMATOLOGY,,URINE,30089-7,,,
,,,,,51213,FIBRIN DEGRADATION PRODUCTS,,labevents,4523,HEMATOLOGY,,BLOOD,30226-5,,,
,,,,,51196,D-DIMER,,labevents,9713,HEMATOLOGY,,BLOOD,48065-7,,,
,,,,,50965,PARATHYROID HORMONE,,labevents,51808,CHEMISTRY,,BLOOD,2731-8,,,
,,,,,50940,HEPATITIS B SURFACE ANTIBODY,,labevents,55932,CHEMISTRY,,BLOOD,5193-8,,,
,,,,,50941,HEPATITIS B SURFACE ANTIGEN,,labevents,65593,CHEMISTRY,,BLOOD,5196-1,,,
,,,,,50866,AMMONIA,,labevents,7234,CHEMISTRY,,BLOOD,16362-6,,,
,,,,,51145,BASOPHILIC STIPPLING,,labevents,14113,HEMATOLOGY,,BLOOD,703-9,,,
,,,,,50854,ABSOLUTE A1C,,labevents,548,CHEMISTRY,,BLOOD,4548-4,,,
,,,,,51103,UHOLD,,labevents,161168,CHEMISTRY,,URINE,,,,
,,,,,51107,"URINE TUBE, HELD",,labevents,135557,CHEMISTRY,,URINE,,,,
,,,,,50974,PROSTATE SPECIFIC ANTIGEN,,labevents,61569,CHEMISTRY,,BLOOD,2857-1,,,
,,,,,51148,BLASTS,,labevents,25476,HEMATOLOGY,,BLOOD,708-8,,,
,,,,,50943,HEPATITIS C VIRUS ANTIBODY,,labevents,64688,CHEMISTRY,,BLOOD,16128-1,,,
,,,,,50978,RAPAMYCIN,,labevents,11579,CHEMISTRY,,BLOOD,29247-4,,,
,,,,,51120,MONOCYTES,,labevents,12212,HEMATOLOGY,,ASCITES,26488-7,,,
,,,,,51125,POLYS,,labevents,12212,HEMATOLOGY,,ASCITES,26520-7,,,
,,,,,50950,IMMUNOGLOBULIN G,,labevents,48607,CHEMISTRY,,BLOOD,2465-3,,,
,,,,,50994,THYROXINE (T4),,labevents,22361,CHEMISTRY,,BLOOD,3026-2,,,
,,,,,50975,PROTEIN ELECTROPHORESIS,,labevents,45066,CHEMISTRY,,BLOOD,24351-9,,,
,,,,,50900,CARCINOEMBYRONIC ANTIGEN (CEA),,labevents,41887,CHEMISTRY,,BLOOD,2039-6,,,
,,,,,50942,HEPATITIS B VIRUS CORE ANTIBODY,,labevents,40811,CHEMISTRY,,BLOOD,5187-0,,,
,,,,,51292,SPHEROCYTES,,labevents,16827,HEMATOLOGY,,BLOOD,802-9,,,
,,,,,50864,ALPHA-FETOPROTEIN,,labevents,31700,CHEMISTRY,,BLOOD,1834-1,,,
,,,,,50949,IMMUNOGLOBULIN A,,labevents,44803,CHEMISTRY,,BLOOD,2458-8,,,
,,,,,51008,VALPROIC ACID,,labevents,12375,CHEMISTRY,,BLOOD,4086-5,,,
,,,,,51450,MONOS,,labevents,7967,HEMATOLOGY,,PLEURAL,33362-5,,,
,,,,,51455,POLYS,,labevents,7967,HEMATOLOGY,,PLEURAL,26519-9,,,
,,,,,50951,IMMUNOGLOBULIN M,,labevents,38650,CHEMISTRY,,BLOOD,2472-9,,,
,,,,,50927,GAMMA GLUTAMYLTRANSFERASE,,labevents,16481,CHEMISTRY,,BLOOD,2324-2,,,
,,,,,51059,"TOTAL PROTEIN, PLEURAL",,labevents,7724,CHEMISTRY,,PLEURAL,2882-9,,,
,,,,,51269,PROMYELOCYTES,,labevents,10082,HEMATOLOGY,,BLOOD,781-5,,,
,,,,,51131,ABSOLUTE CD4 COUNT,,labevents,27580,HEMATOLOGY,,BLOOD,8128-1,,,
,,,,,51180,"CD4 CELLS, PERCENT",,labevents,28334,HEMATOLOGY,,BLOOD,8127-3,,,
,,,,,51176,"CD3 CELLS, PERCENT",,labevents,28876,HEMATOLOGY,,BLOOD,8122-4,,,
,,,,,51134,ACANTHOCYTES,,labevents,12399,HEMATOLOGY,,BLOOD,7789-1,,,
,,,,,51117,MACROPHAGE,,labevents,10201,HEMATOLOGY,,ASCITES,40517-5,,,
,,,,,51001,TRIIODOTHYRONINE (T3),,labevents,20181,CHEMISTRY,,BLOOD,3053-6,,,
,,,,,51130,ABSOLUTE CD3 COUNT,,labevents,27579,HEMATOLOGY,,BLOOD,8124-0,,,
,,,,,51053,"GLUCOSE, PLEURAL",,labevents,7165,CHEMISTRY,,PLEURAL,2346-5,,,
,,,,,51284,"RETICULOCYTE COUNT, MANUAL",,labevents,3418,HEMATOLOGY,,BLOOD,31112-6,,,
,,,,,51070,"ALBUMIN/CREATININE, URINE",,labevents,57820,CHEMISTRY,,URINE,14958-3,,,
,,,,,51132,ABSOLUTE CD8 COUNT,,labevents,27579,HEMATOLOGY,,BLOOD,8138-0,,,
,,,,,51194,"CD8 CELLS, PERCENT",,labevents,28324,HEMATOLOGY,,BLOOD,8137-2,,,
,,,,,51518,WBC CLUMPS,,labevents,19057,HEMATOLOGY,,URINE,,,,
,,,,,51181,CD4/CD8 RATIO,,labevents,27579,HEMATOLOGY,,BLOOD,8129-9,,,
,,,,,51118,MESOTHELIAL CELL,,labevents,8329,HEMATOLOGY,,ASCITES,30432-9,,,
,,,,,51497,RENAL EPITHELIAL CELLS,,labevents,7398,HEMATOLOGY,,URINE,26052-1,,,
,,,,,50805,CARBOXYHEMOGLOBIN,,labevents,5949,BLOOD GAS,,BLOOD,20563-3,,,
,,,,,50814,METHEMOGLOBIN,,labevents,5107,BLOOD GAS,,BLOOD,2614-6,,,
,,,,,50873,ANTI-NUCLEAR ANTIBODY,,labevents,27777,CHEMISTRY,,BLOOD,5047-6,,,
,,,,,51436,POLYS,,labevents,4991,HEMATOLOGY,,OTHER BODY FLUID,26518-1,,,
,,,,,51431,MONOS,,labevents,4991,HEMATOLOGY,,OTHER BODY FLUID,10330-9,,,
,,,,,51175,CD3 ABSOLUTE COUNT,,labevents,1338,HEMATOLOGY,,BLOOD,,,,
,,,,,51219,H/O SMEAR,,labevents,14581,HEMATOLOGY,,BLOOD,38924-7,,,
,,,,,50966,PHENOBARBITAL,,labevents,3679,CHEMISTRY,,BLOOD,3947-9,,,
,,,,,50849,"TOTAL PROTEIN, ASCITES",,labevents,7670,CHEMISTRY,,ASCITES,2883-7,,,
,,,,,51098,"PROT. ELECTROPHORESIS, URINE",,labevents,20296,CHEMISTRY,,URINE,13438-7,,,
,,,,,51259,OTHER CELLS,,labevents,10184,HEMATOLOGY,,BLOOD,729-4,,,
,,,,,51197,ELLIPTOCYTES,,labevents,14487,HEMATOLOGY,,BLOOD,6681-1,,,
,,,,,50944,HIV ANTIBODY,,labevents,61993,CHEMISTRY,,BLOOD,5220-9,,,
,,,,,51216,FRAGMENTED CELLS,,labevents,5661,HEMATOLOGY,,BLOOD,10373-9,,,
,,,,,51447,MACROPHAGES,,labevents,5798,HEMATOLOGY,,PLEURAL,40520-9,,,
,,,,,51448,MESOTHELIAL CELLS,,labevents,4458,HEMATOLOGY,,PLEURAL,30431-1,,,
,,,,,50937,HEPATITIS A VIRUS ANTIBODY,,labevents,18493,CHEMISTRY,,BLOOD,5183-9,,,
,,,,,51469,CALCIUM OXALATE CRYSTALS,,labevents,16016,HEMATOLOGY,,URINE,5774-5,,,
,,,,,50857,ACETONE,,labevents,1651,CHEMISTRY,,BLOOD,5567-3,,,
,,,,,50891,C4,,labevents,12464,CHEMISTRY,,BLOOD,4498-2,,,
,,,,,50890,C3,,labevents,11882,CHEMISTRY,,BLOOD,4485-9,,,
,,,,,51147,BITE CELLS,,labevents,7393,HEMATOLOGY,,BLOOD,10371-3,,,
,,,,,50997,TOBRAMYCIN,,labevents,1993,CHEMISTRY,,BLOOD,35670-9,,,
,,,,,50843,"LACTATE DEHYDROGENASE, ASCITES",,labevents,3738,CHEMISTRY,,ASCITES,2531-2,,,
,,,,,50915,D-DIMER,,labevents,23577,CHEMISTRY,,BLOOD,,,,
,,,,,50842,"GLUCOSE, ASCITES",,labevents,5056,CHEMISTRY,,ASCITES,2347-3,,,
,,,,,51108,URINE VOLUME,,labevents,11061,CHEMISTRY,,URINE,28009-9,,,
,,,,,51428,MACROPHAGE,,labevents,3445,HEMATOLOGY,,OTHER BODY FLUID,12230-9,,,
,,,,,50836,"AMYLASE, ASCITES",,labevents,3439,CHEMISTRY,,ASCITES,1797-0,,,
,,,,,51513,URINE SPECIMEN TYPE,,labevents,5232,HEMATOLOGY,,URINE,19159-3,,,
,,,,,51505,URIC ACID CRYSTALS,,labevents,2442,HEMATOLOGY,,URINE,5817-2,,,
,,,,,51095,"PHOSPHATE, URINE",,labevents,3194,CHEMISTRY,,URINE,2778-9,,,
,,,,,50968,"PHENYTOIN, FREE",,labevents,774,CHEMISTRY,,BLOOD,3969-3,,,
,,,,,51261,PAPPENHEIMER BODIES,,labevents,3238,HEMATOLOGY,,BLOOD,7795-8,,,
,,,,,50969,"PHENYTOIN, PERCENT FREE",,labevents,740,CHEMISTRY,,BLOOD,10548-6,,,
,,,,,50957,LITHIUM,,labevents,7720,CHEMISTRY,,BLOOD,3719-2,,,
,,,,,50892,CA-125,,labevents,14274,CHEMISTRY,,BLOOD,10334-1,,,
,,,,,50899,CARBAMAZEPINE,,labevents,3266,CHEMISTRY,,BLOOD,3432-2,,,
,,,,,50946,HUMAN CHORIONIC GONADOTROPIN,,labevents,37238,CHEMISTRY,,BLOOD,2119-6,,,
